"","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec","quant_ells","units_ells","ID","colorGroup","orig_country","dest_country"
"692","VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,4,"rol",NA,"Everdoek","grey",NA,NA,NA,NA,NA,"Expensive",70,280,NA,NA,"VOC_692","grey","Indonesia","Indonesia"
"693","VOC","1 ship: Bentveld",1712,"Amsterdam","Netherlands",52.3679,4.9035,1712,"Colombo","Sri Lanka",7.873,80.7717,60,"pees",NA,"Everdoek","grey",NA,NA,NA,NA,NA,"Expensive",31,1805.525,NA,NA,"VOC_693","grey","Netherlands","Sri Lanka"
"694","VOC","1 ship: Loosdrecht",1715,"Amsterdam","Netherlands",52.3679,4.9035,1715,"Colombo","Sri Lanka",7.873,80.7717,889,"el",NA,"Everdoek","grey",NA,NA,NA,NA,NA,"Inexpensive",1,342.125,NA,NA,"VOC_694","grey","Netherlands","Sri Lanka"
"695","VOC","1 ship: Berg",1711,"Amsterdam","Netherlands",52.3679,4.9035,1711,NA,"Sri Lanka",7.873,80.7717,1698,"el",NA,"Everdoek","grey",NA,NA,NA,NA,NA,"Inexpensive",1,907.375,NA,NA,"VOC_695","grey","Netherlands","Sri Lanka"
"696","VOC","1 ship: Kasteel Batavia",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"Sri Lanka",7.873,80.7717,10,"rol",NA,"Everdoek","grey",NA,NA,NA,NA,NA,"Expensive",39,381.375,NA,NA,"VOC_696","grey","Indonesia","Sri Lanka"
"697","VOC","1 ship: 't Ghijn",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"Malabar, Southwest coast of India",10,76.25,2,"pees",NA,"Everdoek","grey",NA,NA,NA,NA,NA,"Expensive",70,140,NA,NA,"VOC_697","grey","Indonesia","India"
"698","VOC","1 ship: Berg",1711,"Amsterdam","Netherlands",52.3679,4.9035,1711,NA,"Sri Lanka",7.873,80.7717,48,"rol",NA,"Hennepdoek","grey",NA,NA,NA,NA,NA,"Expensive",20,947.6,NA,NA,"VOC_698","grey","Netherlands","Sri Lanka"
"699","VOC","1 ship: Bellevliet",1711,"Zeeland","Netherlands",52.3679,4.9035,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,48,"rol",NA,"Hennepdoek","grey",NA,NA,NA,NA,NA,"Expensive",17,772,NA,NA,"VOC_699","grey","Netherlands","Indonesia"
"700","VOC","4 ships: Oosterstein, Bellevliet, Bennebroek, Vaderland Getrouw",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"Sri Lanka",7.873,80.7717,48,"rol",NA,"Hennepdoek","grey",NA,NA,NA,NA,NA,"Expensive",21,965,NA,NA,"VOC_700","grey","Indonesia","Sri Lanka"
"701","VOC","1 ship: Loosdrecht",1715,"Amsterdam","Netherlands",52.3679,4.9035,1715,"Colombo","Sri Lanka",7.873,80.7717,18,"rol",NA,"Hennepdoek","grey",NA,NA,NA,NA,NA,"Expensive",21,373.375,NA,NA,"VOC_701","grey","Netherlands","Sri Lanka"
"702","VOC","1 ship: Berg",1713,"Amsterdam","Netherlands",52.3679,4.9035,1713,NA,"Sri Lanka",7.873,80.7717,60,"rol",NA,"Hennepdoek","grey",NA,NA,NA,NA,NA,"Expensive",20,1165.2,NA,NA,"VOC_702","grey","Netherlands","Sri Lanka"
"703","VOC","1 ship: Berg",1711,"Amsterdam","Netherlands",52.3679,4.9035,1711,NA,"Sri Lanka",7.873,80.7717,18,"rol",NA,"Karldoek","grey",NA,NA,NA,NA,NA,"Expensive",21,361.775,NA,NA,"VOC_703","grey","Netherlands","Sri Lanka"
"704","VOC","1 ship: Bentveld",1712,"Amsterdam","Netherlands",52.3679,4.9035,1712,"Colombo","Sri Lanka",7.873,80.7717,36,"rol",NA,"Karldoek","grey",NA,NA,NA,NA,NA,"Expensive",21,733.875,NA,NA,"VOC_704","grey","Netherlands","Sri Lanka"
"705","VOC","1 ship: Loosdrecht",1715,"Amsterdam","Netherlands",52.3679,4.9035,1715,"Colombo","Sri Lanka",7.873,80.7717,24,"rol",NA,"Karldoek","grey",NA,NA,NA,NA,NA,"Expensive",21,489.25,NA,NA,"VOC_705","grey","Netherlands","Sri Lanka"
"706","VOC","1 ship: Berg",1713,"Amsterdam","Netherlands",52.3679,4.9035,1713,NA,"Sri Lanka",7.873,80.7717,48,"rol",NA,"Karldoek","grey",NA,NA,NA,NA,NA,"Expensive",20,932.15,NA,NA,"VOC_706","grey","Netherlands","Sri Lanka"
"707","VOC","1 ship: Generale Vrede",1711,"Nagapattinam","Southeast coast of India",16.1905,81.1361,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,200,"pees",NA,"Guinees","light blue",NA,NA,NA,NA,NA,"Expensive",12,2364.75,NA,NA,"VOC_707","blue-green","India","Indonesia"
"708","VOC","1 ship: Neptunus",1711,"Pulicat","Southeast coast of India",16.1905,81.1361,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,20,"pak",NA,"Guinees","light blue",NA,NA,NA,NA,NA,"Expensive",236,4703.75,NA,NA,"VOC_708","blue-green","India","Indonesia"
"709","VOC","1 ship: Vaderland Getrouw",1715,"Nagapattinam","Southeast coast of India",16.1905,81.1361,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,160,"pees",NA,"Guinees","light blue",NA,NA,NA,NA,NA,"Expensive",12,1892.4,NA,NA,"VOC_709","blue-green","India","Indonesia"
"710","VOC","1 ship: Standvastigheid",1715,"Nagapattinam","Southeast coast of India",16.1905,81.1361,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,160,"pees",NA,"Guinees","light blue",NA,NA,NA,NA,NA,"Expensive",12,1909.65,NA,NA,"VOC_710","blue-green","India","Indonesia"
"711","VOC","1 ship: Donau",1715,"Pulicat","Southeast coast of India",16.1905,81.1361,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,820,"pees",NA,"Guinees","light blue",NA,NA,NA,NA,NA,"Mid-range",5,3311.7,NA,NA,"VOC_711","blue-green","India","Indonesia"
"712","VOC","1 ship: Hoedekenskerke",1713,"Nagapattinam","Southeast coast of India",16.1905,81.1361,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,680,"pees",NA,"Guinees","light blue",NA,NA,NA,NA,NA,"Expensive",12,7920.3,NA,NA,"VOC_712","blue-green","India","Indonesia"
"713","VOC","1 ship: Beverwijk",1713,"Pulicat","Southeast coast of India",16.1905,81.1361,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,12,"pak",NA,"Guinees","light blue",NA,NA,NA,NA,NA,"Expensive",237,2838.6,NA,NA,"VOC_713","blue-green","India","Indonesia"
"714","VOC","1 ship: Huis te Rozenburg",1713,"Pulicat","Southeast coast of India",16.1905,81.1361,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,4,"pak",NA,"Guinees","light blue",NA,NA,NA,NA,NA,"Expensive",236,941.125,NA,NA,"VOC_714","blue-green","India","Indonesia"
"715","VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,12,"el",NA,"Fluweel","purple",NA,NA,NA,"Holland",NA,"Expensive",11,123.6,NA,NA,"VOC_715","red","Indonesia","Indonesia"
"716","VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,12,"el",NA,"Fluweel","purple",NA,NA,NA,"Holland",NA,"Expensive",11,123.6,NA,NA,"VOC_716","red","Indonesia","Indonesia"
"717","VOC","1 ship: Lier",1715,NA,"Southeast coast of India",16.1905,81.1361,1715,"Jaffna","Sri Lanka",7.873,80.7717,100,"pees",NA,"Toepettijs","red",NA,NA,NA,NA,"fijn (fine)","Mid-range",10,915.675,NA,NA,"VOC_717","red","India","Sri Lanka"
"718","VOC","1 ship: Samson",1711,"Galle","Sri Lanka",7.873,80.7717,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,100,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,747.1,NA,NA,"VOC_718","red","Sri Lanka","Indonesia"
"719","VOC","1 ship: Wijnendaal",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,200,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,1489,NA,NA,"VOC_719","red","Indonesia","Indonesia"
"720","VOC","1 ship: Lokhorst",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,100,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,745.925,NA,NA,"VOC_720","red","Indonesia","Indonesia"
"721","VOC","2 ships: Ijsselmonde, Veenhuizen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,300,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,2238,NA,NA,"VOC_721","red","Indonesia","Indonesia"
"722","VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,100,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,746,NA,NA,"VOC_722","red","Indonesia","Indonesia"
"723","VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"West Timor, Indonesia",-10.1771,123.607,100,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,746,NA,NA,"VOC_723","red","Indonesia","Indonesia"
"724","VOC","2 ships: Overnes, Peter en Paul",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ternate","Maluku, Indonesia",0.771,127.3695,100,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,741.175,NA,NA,"VOC_724","red","Indonesia","Indonesia"
"725","VOC","1 ship: Oosterstein",1713,"Galle","Sri Lanka",7.873,80.7717,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,700,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,5218.65,NA,NA,"VOC_725","red","Sri Lanka","Indonesia"
"726","VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,200,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,1471.1,NA,NA,"VOC_726","red","Indonesia","Indonesia"
"727","VOC","2 ships: Ijsselmonde, Zanderhoef",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ambon","Maluku, Indonesia",-3.6255,128.1054,300,"ps.",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,2256.675,NA,NA,"VOC_727","red","Indonesia","Indonesia"
"728","VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,100,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,744.5,NA,NA,"VOC_728","red","Indonesia","Indonesia"
"729","VOC","1 ship: Bogaard",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"West Timor, Indonesia",-10.1771,123.607,100,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,744.525,NA,NA,"VOC_729","red","Indonesia","Indonesia"
"730","VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,500,"pees",NA,"Bethilles","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,3761.2,NA,NA,"VOC_730","red","Indonesia","Indonesia"
"731","VOC","1 ship: Ouwerkerk",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,50,"pees",NA,"Gingam","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Expensive",11,512.55,NA,NA,"VOC_731","red","Indonesia","Indonesia"
"732","VOC","1 ship: Oosterstein",1713,"Galle","Sri Lanka",7.873,80.7717,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,100,"pees",NA,"Gingam","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8,744.65,NA,NA,"VOC_732","red","Sri Lanka","Indonesia"
"733","VOC","1 ship: Samson",1711,"Galle","Sri Lanka",7.873,80.7717,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,600,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,3790.125,NA,NA,"VOC_733","red","Sri Lanka","Indonesia"
"734","VOC","1 ship: Barneveld",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,300,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1813.2,NA,NA,"VOC_734","red","Indonesia","Netherlands"
"735","VOC","1 ship: Raadhuis van Enkhuizen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"Thailand",8.4324,99.9599,400,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,2532.825,NA,NA,"VOC_735","red","Indonesia","Thailand"
"736","VOC","1 ship: Bentveld",1710,NA,"Sri Lanka",7.873,80.7717,1711,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1263.075,NA,NA,"VOC_736","red","Sri Lanka","Netherlands"
"737","VOC","1 ship: Wijnendaal",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,200,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",6,1078.5,NA,NA,"VOC_737","red","Indonesia","Indonesia"
"738","VOC","1 ship: Nederhoven",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"Thailand",8.4324,99.9599,400,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,2536.925,NA,NA,"VOC_738","red","Indonesia","Thailand"
"739","VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"Thailand",8.4324,99.9599,20,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,131,NA,NA,"VOC_739","red","Indonesia","Thailand"
"740","VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"Thailand",8.4324,99.9599,200,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",6,1026.7,NA,NA,"VOC_740","red","Indonesia","Thailand"
"741","VOC","1 ship: Prins Eugenius",1711,"Galle","Sri Lanka",7.873,80.7717,1712,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1271.925,NA,NA,"VOC_741","red","Sri Lanka","Netherlands"
"742","VOC","1 ship: Berg",1711,"Galle","Sri Lanka",7.873,80.7717,1712,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1214.775,NA,NA,"VOC_742","red","Sri Lanka","Netherlands"
"743","VOC","1 ship: Noorderkwartier",1711,"Galle","Sri Lanka",7.873,80.7717,1712,"Amsterdam","Netherlands",52.3679,4.9035,100,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,607.4,NA,NA,"VOC_743","red","Sri Lanka","Netherlands"
"744","VOC","1 ship: Rijnenberg",1711,"Galle","Sri Lanka",7.873,80.7717,1712,"Amsterdam","Netherlands",52.3679,4.9035,100,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,607.375,NA,NA,"VOC_744","red","Sri Lanka","Netherlands"
"745","VOC","1 ship: Ganzenhoef (fluitschip)",1711,"Galle","Sri Lanka",7.873,80.7717,1712,"Zeeland","Netherlands",52.3679,4.9035,200,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1214.775,NA,NA,"VOC_745","red","Sri Lanka","Netherlands"
"746","VOC","1 ship: Engewormer",1711,"Galle","Sri Lanka",7.873,80.7717,1712,"Zeeland","Netherlands",52.3679,4.9035,100,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,607.375,NA,NA,"VOC_746","red","Sri Lanka","Netherlands"
"747","VOC","1 ship: Zanderhoef",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"Thailand",8.4324,99.9599,100,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,642.8,NA,NA,"VOC_747","red","Indonesia","Thailand"
"748","VOC","1 ship: Zanderhoef",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"Thailand",8.4324,99.9599,1500,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,9458.85,NA,NA,"VOC_748","red","Indonesia","Thailand"
"749","VOC","1 ship: Karthago",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Nakhon Si Thammarat","Thailand",8.4324,99.9599,10,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,64.5,NA,NA,"VOC_749","red","Indonesia","Thailand"
"750","VOC","1 ship: Huis ter Leede",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,7,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,45.15,NA,NA,"VOC_750","red","Indonesia","Indonesia"
"751","VOC","1 ship: Oosterstein",1713,"Galle","Sri Lanka",7.873,80.7717,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,799,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,5132.125,NA,NA,"VOC_751","red","Sri Lanka","Indonesia"
"752","VOC","1 ship: Huis ter Leede",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"Thailand",8.4324,99.9599,300,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1878.175,NA,NA,"VOC_752","red","Indonesia","Thailand"
"753","VOC","2 ships: Huis t Nieuwburg, Oegstgeest",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"Thailand",8.4324,99.9599,300,"pees",NA,"Morees","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1956.3,NA,NA,"VOC_753","red","Indonesia","Thailand"
"754","VOC","2 ships: Schoonderloo, Driebergen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Padang","Sumatra, Indonesia",-0.947,100.4171,1600,"pees",NA,"Parcallen","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4,5368.05,NA,NA,"VOC_754","red","Indonesia","Indonesia"
"755","VOC","1 ship: Kokenge",1715,"Galle","Sri Lanka",7.873,80.7717,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1760,"pees",NA,"Parcallen","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4,6531.225,NA,NA,"VOC_755","red","Sri Lanka","Indonesia"
"756","VOC","2 ships: Schoonderloo, Maleijer",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,800,"pees",NA,"Parcallen","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4,2659.625,NA,NA,"VOC_756","red","Indonesia","Indonesia"
"757","VOC","1 ship: Wijnendaal",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,800,"pees",NA,"Parcallen","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4,2679.375,NA,NA,"VOC_757","red","Indonesia","Indonesia"
"758","VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,1280,"pees",NA,"Parcallen","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4,4298.275,NA,NA,"VOC_758","red","Indonesia","Indonesia"
"759","VOC","2 ships: Wijnendaal, Naters",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,316,"pees",NA,"Parcallen","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4,1089.05,NA,NA,"VOC_759","red","Indonesia","Indonesia"
"760","VOC","1 ship: Oosterstein",1713,"Galle","Sri Lanka",7.873,80.7717,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,4795,"pees",NA,"Parcallen","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4,16639.925,NA,NA,"VOC_760","red","Sri Lanka","Indonesia"
"761","VOC","3 ships: Ijsselmonde, Gelukkig Uur, Langerak",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Padang","Sumatra, Indonesia",-0.947,100.4171,1595,"pees",NA,"Parcallen","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",4,5509.75,NA,NA,"VOC_761","red","Indonesia","Indonesia"
"762","VOC","1 ship: Samson",1711,"Galle","Sri Lanka",7.873,80.7717,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,160,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Inexpensive",1,0.95,NA,NA,"VOC_762","red","Sri Lanka","Indonesia"
"763","VOC","1 ship: Barneveld",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,159,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1033.825,NA,NA,"VOC_763","red","Indonesia","Netherlands"
"764","VOC","2 ships: Hof van Ilpendam, Larique",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ternate","Maluku, Indonesia",0.771,127.3695,160,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1046.975,NA,NA,"VOC_764","red","Indonesia","Indonesia"
"765","VOC","1 ship: Peter en Paul",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"West Timor, Indonesia",-10.1771,123.607,80,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,522.975,NA,NA,"VOC_765","red","Indonesia","Indonesia"
"766","VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,160,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1046.1,NA,NA,"VOC_766","red","Indonesia","Indonesia"
"767","VOC","1 ship: Oosterstein",1714,"Galle","Sri Lanka",7.873,80.7717,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,160,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1087.75,NA,NA,"VOC_767","red","Sri Lanka","Indonesia"
"768","VOC","1 ship: Kokenge",1715,"Galle","Sri Lanka",7.873,80.7717,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,560,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,3848.425,NA,NA,"VOC_768","red","Sri Lanka","Indonesia"
"769","VOC","1 ship: Bentveld",1710,NA,"Sri Lanka",7.873,80.7717,1711,"Amsterdam","Netherlands",52.3679,4.9035,80,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,520.775,NA,NA,"VOC_769","red","Sri Lanka","Netherlands"
"770","VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"Thailand",8.4324,99.9599,160,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1071.95,NA,NA,"VOC_770","red","Indonesia","Thailand"
"771","VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,80,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,523.875,NA,NA,"VOC_771","red","Indonesia","Indonesia"
"772","VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"West Timor, Indonesia",-10.1771,123.607,80,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,523.9,NA,NA,"VOC_772","red","Indonesia","Indonesia"
"773","VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,160,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,1049.7,NA,NA,"VOC_773","red","Indonesia","Indonesia"
"774","VOC","1 ship: Prins Eugenius",1711,"Galle","Sri Lanka",7.873,80.7717,1712,"Amsterdam","Netherlands",52.3679,4.9035,80,"pees",NA,"Salempores","red",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",7,545.675,NA,NA,"VOC_774","red","Sri Lanka","Netherlands"
