"","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec","quant_ells","units_ells","ID","colorGroup","orig_country","dest_country"
"34","VOC","1 ship: Wijnendaal",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,800,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,3493.25,NA,NA,"VOC_34","black","Indonesia","Indonesia"
"35","VOC","2 ships: Ijsselmonde, Veenhuizen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,800,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,3493.25,NA,NA,"VOC_35","black","Indonesia","Indonesia"
"36","VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,480,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,2095.95,NA,NA,"VOC_36","black","Indonesia","Indonesia"
"37","VOC","1 ship: Ter Aa",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,160,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,698.65,NA,NA,"VOC_37","black","Indonesia","Indonesia"
"38","VOC","1 ship: Ouwerkerk",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,400,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,1746.625,NA,NA,"VOC_38","black","Indonesia","Indonesia"
"39","VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,240,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,1047.975,NA,NA,"VOC_39","black","Indonesia","Indonesia"
"40","VOC","1 ship: Brug",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Cape of Good Hope","South Africa",-34.3568,18.4739,640,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,3150.325,NA,NA,"VOC_40","black","Indonesia","South Africa"
"41","VOC","1 ship: Bombardeerder",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,10,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,45.75,NA,NA,"VOC_41","black","Indonesia","Indonesia"
"42","VOC","1 ship: Bombardeerder",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,5,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,22.875,NA,NA,"VOC_42","black","Indonesia","Indonesia"
"43","VOC","1 ship: Bombardeerder",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,5,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,22.875,NA,NA,"VOC_43","black","Indonesia","Indonesia"
"44","VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,4,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,18.3,NA,NA,"VOC_44","black","Indonesia","Indonesia"
"45","VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,3,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,13.725,NA,NA,"VOC_45","black","Indonesia","Indonesia"
"46","VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,3,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,13.725,NA,NA,"VOC_46","black","Indonesia","Indonesia"
"47","VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,2,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,9.15,NA,NA,"VOC_47","black","Indonesia","Indonesia"
"48","VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,3,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,13.725,NA,NA,"VOC_48","black","Indonesia","Indonesia"
"49","VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,3,"pees",NA,"Baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",5,13.725,NA,NA,"VOC_49","black","Indonesia","Indonesia"
