"","X1","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec","quant_ells","units_ells"
"8334",8334,"VOC","11 ships: Samson, Amazone, Ouwerkerk, Noorderkwartier, Hoedekenskerke, Rijssel, Gamron, Engewormer, Abbekerk, de Brug, Mossel",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1714,NA,"Netherlands",52.3679,4.9035,200,"pees",NA,"sanen",NA,NA,NA,NA,NA,NA,"Inexpensive",0,0,NA,NA
"8335",8335,"VOC","1 ship: Huis ter Leede",1712,"Amsterdam","Netherlands",52.3679,4.9035,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,8,"pees",NA,"satijn",NA,NA,NA,NA,NA,NA,"Expensive",402.115625,3216.925,NA,NA
"8336",8336,"VOC","1 ship: Generale Vrede",1710,"Amsterdam","Netherlands",52.3679,4.9035,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,8,"pees",NA,"satijn",NA,NA,NA,NA,NA,NA,"Expensive",409.34375,3274.75,NA,NA
"8337",8337,"VOC","1 ship: Unie",1715,"Surat","Northwest India",21.1702,72.831,1715,"Kochi","Malabar, Southwest coast of India",10,76.25,6000,"pees",NA,"savogesjes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8338",8338,"VOC","11 ships: Samson, Amazone, Ouwerkerk, Noorderkwartier, Hoedekenskerke, Rijssel, Gamron, Engewormer, Abbekerk, de Brug, Mossel",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1714,NA,"Netherlands",52.3679,4.9035,6000,"pees",NA,"savogesjes",NA,NA,NA,NA,NA,NA,"Inexpensive",0,0,NA,NA
"8339",8339,"VOC","1 ship: Peter en Paul",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"West Timor, Indonesia",-10.1771,123.607,8,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,48,NA,NA
"8340",8340,"VOC","1 ship: Peter en Paul",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"West Timor, Indonesia",-10.1771,123.607,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,24,NA,NA
"8341",8341,"VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Nakhon Si Thammarat","Thailand",8.4324,99.9599,29,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4301724137931,186.475,NA,NA
"8342",8342,"VOC","1 ship: Hoefijzer",1711,"Thoothukudi","Sri Lanka",7.873,80.7717,1711,NA,"Malabar, Southwest coast of India",10,76.25,2,"pees",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Expensive",369.6875,739.375,NA,NA
"8343",8343,"VOC","1 ship: schip van de imam van Mokka",1712,"Surat","Northwest India",21.1702,72.831,1712,"Mocha","Yemen",13.3203,43.2473,63,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",5.33174603174603,335.9,NA,NA
"8344",8344,"VOC","1 ship: Karthago",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Nakhon Si Thammarat","Thailand",8.4324,99.9599,32,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",7.0046875,224.15,NA,NA
"8345",8345,"VOC","2 ships: Schoonderloo, Driebergen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Padang","Sumatra, Indonesia",-0.947,100.4171,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,24,NA,NA
"8346",8346,"VOC","2 ships: Schoonderloo, Driebergen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Padang","Sumatra, Indonesia",-0.947,100.4171,2,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,12,NA,NA
"8347",8347,"VOC","1 ship: Raadhuis van Enkhuizen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"Thailand",8.4324,99.9599,57,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.74956140350877,384.725,NA,NA
"8348",8348,"VOC","1 ship: Taxisboom",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,6,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,36,NA,NA
"8349",8349,"VOC","1 ship: Taxisboom",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,24,NA,NA
"8350",8350,"VOC","2 ships: Hof van Ilpendam, Larique",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ternate","Maluku, Indonesia",0.771,127.3695,6,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.1,36.6,NA,NA
"8351",8351,"VOC","2 ships: Hof van Ilpendam, Larique",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ternate","Maluku, Indonesia",0.771,127.3695,6,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.1,36.6,NA,NA
"8352",8352,"VOC","1 ship: Gelukkig Uur",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ternate","Maluku, Indonesia",0.771,127.3695,3,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,18,NA,NA
"8353",8353,"VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,36,NA,NA
"8354",8354,"VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,3,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,18,NA,NA
"8355",8355,"VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,36,NA,NA
"8356",8356,"VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,3,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,18,NA,NA
"8357",8357,"VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,3,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6,18,NA,NA
"8358",8358,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,62,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.20564516129032,384.75,NA,NA
"8359",8359,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.5,26,NA,NA
"8360",8360,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.5,26,NA,NA
"8361",8361,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,6,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.39166666666667,38.35,NA,NA
"8362",8362,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,8,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.10625,48.85,NA,NA
"8363",8363,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.5,26,NA,NA
"8364",8364,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,3,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.15,18.45,NA,NA
"8365",8365,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,2,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.325,12.65,NA,NA
"8366",8366,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,2,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.325,12.65,NA,NA
"8367",8367,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,2,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.325,12.65,NA,NA
"8368",8368,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.75,27,NA,NA
"8369",8369,"VOC","1 ship: Belois",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,5,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4,32,NA,NA
"8370",8370,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,8,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4,51.2,NA,NA
"8371",8371,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,8,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4,51.2,NA,NA
"8372",8372,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4,25.6,NA,NA
"8373",8373,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4,38.4,NA,NA
"8374",8374,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4,25.6,NA,NA
"8375",8375,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4,25.6,NA,NA
"8376",8376,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4,38.4,NA,NA
"8377",8377,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4,25.6,NA,NA
"8378",8378,"VOC","2 ships: Jordaan, Bombardeerder",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.4,25.6,NA,NA
"8379",8379,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,8,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.325,50.6,NA,NA
"8380",8380,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,8,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.325,50.6,NA,NA
"8381",8381,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.325,25.3,NA,NA
"8382",8382,"VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.325,37.95,NA,NA
"8383",8383,"VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,6,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.325,37.95,NA,NA
"8384",8384,"VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,4,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.325,25.3,NA,NA
"8385",8385,"VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,3,"el",NA,"scharlaken",NA,NA,NA,NA,NA,NA,"Mid-range",6.325,18.975,NA,NA
"8386",8386,"VOC","3 ships: Wateringen, Rijnenburg, Rijnestein",1710,"Amsterdam","Netherlands",52.3679,4.9035,1710,"Cape of Good Hope","South Africa",-34.3568,18.4739,NA,NA,NA,"scheepsklederen",NA,NA,NA,"wool",NA,NA,NA,NA,1548.1,NA,NA
"8387",8387,"VOC","3 ships: Huis ter Leede, Arion, Limburg",1712,"Amsterdam","Netherlands",52.3679,4.9035,1712,"Cape of Good Hope","South Africa",-34.3568,18.4739,NA,"-",NA,"scheepsklederen",NA,NA,NA,"wool",NA,NA,NA,NA,1966.05,NA,NA
"8388",8388,"VOC","1 ship: Beverwijk",1712,"Amsterdam","Netherlands",52.3679,4.9035,1712,"Cape of Good Hope","South Africa",-34.3568,18.4739,NA,"-",NA,"scheepsklederen",NA,NA,NA,"wool",NA,NA,NA,NA,890.95,NA,NA
"8389",8389,"VOC","2 ships: Unie, Noorderkwartier",1712,"Amsterdam","Netherlands",52.3679,4.9035,1713,"Cape of Good Hope","South Africa",-34.3568,18.4739,NA,"-",NA,"scheepsklederen",NA,NA,NA,"wool",NA,NA,NA,NA,1864.9,NA,NA
"8390",8390,"VOC","2 ships: Berg, Gamron",1713,"Amsterdam","Netherlands",52.3679,4.9035,1713,"Cape of Good Hope","South Africa",-34.3568,18.4739,NA,"-",NA,"scheepsklederen",NA,NA,NA,"wool",NA,NA,NA,NA,1782.125,NA,NA
"8391",8391,"VOC","1 ship: Samson",1713,"Amsterdam","Netherlands",52.3679,4.9035,1713,"Cape of Good Hope","South Africa",-34.3568,18.4739,NA,"-",NA,"scheepsklederen",NA,NA,NA,"wool",NA,NA,NA,NA,836.775,NA,NA
"8392",8392,"VOC","1 ship: Wassenaar",1712,"Delft","Netherlands",52.3679,4.9035,1712,"Cape of Good Hope","South Africa",-34.3568,18.4739,NA,"-",NA,"scheepsklederen",NA,NA,NA,"wool",NA,NA,NA,NA,791.25,NA,NA
"8393",8393,"VOC","1 ship: Huis ten Donk",1712,"Rotterdam","Netherlands",52.3679,4.9035,1713,"Cape of Good Hope","South Africa",-34.3568,18.4739,NA,"-",NA,"scheepsklederen",NA,NA,NA,"wool",NA,NA,NA,NA,651.7,NA,NA
"8394",8394,"VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"West Timor, Indonesia",-10.1771,123.607,1,"paar","accessory","schoenen",NA,NA,NA,NA,NA,NA,"Inexpensive",3.75,3.75,NA,NA
"8395",8395,"VOC","1 ship: Koning Karel de Derde",1711,"Amsterdam","Netherlands",52.3679,4.9035,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,114,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",0.35,39.9,NA,NA
"8396",8396,"VOC","1 ship: Rijssel",1710,"Zeeland","Netherlands",52.3679,4.9035,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,26,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",0.6,15.6,NA,NA
"8397",8397,"VOC","1 ship: Wijnendaal",1710,"Delft","Netherlands",52.3679,4.9035,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,6,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",0.666666666666667,4,NA,NA
"8398",8398,"VOC","1 ship: Schellenberg",1710,"Rotterdam","Netherlands",52.3679,4.9035,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,6,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",0.6,3.6,NA,NA
"8399",8399,"VOC","1 ship: Noorderkwartier",1710,"Hoorn","Netherlands",52.3679,4.9035,1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,10,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",0.8,8,NA,NA
"8400",8400,"VOC","1 ship: Bredenhof",1710,"Hoorn","Netherlands",52.3679,4.9035,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,6,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",0.8,4.8,NA,NA
"8401",8401,"VOC","1 ship: Raadhuis van Enkhuizen",1710,"Enkhuizen","Netherlands",52.3679,4.9035,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,6,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",1,6,NA,NA
"8402",8402,"VOC","1 ship: Voorburg",1711,"Delft","Netherlands",52.3679,4.9035,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,3,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",0.65,1.95,NA,NA
"8403",8403,"VOC","1 ship: Grimmestein",1711,"Rotterdam","Netherlands",52.3679,4.9035,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,3,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",0.6,1.8,NA,NA
"8404",8404,"VOC","1 ship: Vrijburg",1711,"Hoorn","Netherlands",52.3679,4.9035,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,7,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",0.8,5.6,NA,NA
"8405",8405,"VOC","1 ship: Ouwerkerk",1711,"Enkhuizen","Netherlands",52.3679,4.9035,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,3,"lb","yarn","schoenmakersgaren",NA,NA,NA,NA,NA,NA,"Inexpensive",1,3,NA,NA
"8406",8406,"VOC","3 ships: Ijsselmonde, Gelukkig Uur, Langerak",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Padang","Sumatra, Indonesia",-0.947,100.4171,15,"pees",NA,"serassen",NA,NA,NA,NA,NA,NA,"Inexpensive",0.95,14.25,NA,NA
"8407",8407,"VOC","1 ship: Nieuwburg (Huis te)",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"Malabar, Southwest coast of India",10,76.25,4,"pees",NA,"serge",NA,NA,NA,NA,NA,NA,"Expensive",36.75,147,NA,NA
"8408",8408,"VOC","1 ship: Noorderkwartier",1710,"Hoorn","Netherlands",52.3679,4.9035,1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,4,"pees",NA,"serge",NA,NA,NA,NA,NA,NA,"Expensive",34.4375,137.75,NA,NA
"8409",8409,"VOC","1 ship: Ter Horst",1712,"Amsterdam","Netherlands",52.3679,4.9035,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1,"pees",NA,"serge",NA,NA,NA,NA,NA,NA,"Expensive",20.325,20.325,NA,NA
"8410",8410,"VOC","1 ship: Bentveld",1712,"Amsterdam","Netherlands",52.3679,4.9035,1712,"Colombo","Sri Lanka",7.873,80.7717,8,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Expensive",16.68125,133.45,NA,NA
"8411",8411,"VOC","1 ship: Hoefijzer",1711,"Thoothukudi","Sri Lanka",7.873,80.7717,1711,NA,"Malabar, Southwest coast of India",10,76.25,2735,"pees","fiber (unprocessed)","silk",NA,NA,NA,"tussur silk",NA,NA,"Inexpensive",1.65961608775137,4539.05,NA,NA
"8412",8412,"VOC","3 ships: Schonewal, Noorderkwartier, Naters",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,50,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",5.942,297.1,NA,NA
"8413",8413,"VOC","3 ships: Huis te Rozenburg, Haak, Taxisboom",1710,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,36912,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",4.18343831274382,154419.075,NA,NA
"8414",8414,"VOC","3 ships: Arendsduin, Veenhuizen, Oegstgeest",1710,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,48941,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",4.34775597147586,212783.525,NA,NA
"8415",8415,"VOC","3 ships: Suizermolen, Overnes, Huis te Bijweg (fluitschip)",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,65233,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",4.31225185105698,281301.125,NA,NA
"8416",8416,"VOC","1 ship: Bogaard",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,8116,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",4.17816350418926,33909.975,NA,NA
"8417",8417,"VOC","1 ship: Oudenaarde",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,6058,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",4.94360349950479,29948.35,NA,NA
"8418",8418,"VOC","3 ships: Schonewal, Noorderkwartier, Naters",1711,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,3567,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Inexpensive",3.88109055228483,13843.85,NA,NA
"8419",8419,"VOC","1 ship: Prins Eugenius",1711,NA,"Iran",27.1832,56.2666,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,27000,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",4.74393333333333,128086.2,NA,NA
"8420",8420,"VOC","2 ships: Bredenhof, Avonturier",1714,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,43704,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",4.02043806058942,175709.225,NA,NA
"8421",8421,"VOC","3 ships: Schonewal, Wateringen, Haringtuin",1714,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,88166,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",4.19659676065604,369997.15,NA,NA
"8422",8422,"VOC","1 ship: Naters",1715,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,12140,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",4.11277182866557,49929.05,NA,NA
"8423",8423,"VOC","3 ships: Diemen, Raadhuis van Middelburg, Kiefhoek",1715,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,63596,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Inexpensive",3.98222922825335,253253.85,NA,NA
"8424",8424,"VOC","1 ship: Wijnendaal",1715,NA,"Bengal, India and Bangladesh",22.9274,88.3773,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,13726,"lb","fiber (unprocessed)","silk",NA,NA,NA,"silk",NA,NA,"Mid-range",4.12430424012822,56610.2,NA,NA
