"","X1","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec","quant_ells","units_ells"
"1",1,"VOC","1 ship: Eddemonij",1712,"Nagapattinam","Southeast coast of India",16.1905,81.1361,1712,"Jaffna","Sri Lanka",7.873,80.7717,100,"pees",NA,"muris","black",NA,"bleached",NA,NA,"fijn (fine)","Mid-range",8.28775,828.775,NA,NA
"2",2,"VOC","1 ship: Taxisboom",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,10,"el",NA,"fluweel","black",NA,NA,NA,"Holland",NA,"Mid-range",8.8,88,NA,NA
"3",3,"VOC","2 ships: Hof van Ilpendam, Larique",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ternate","Maluku, Indonesia",0.771,127.3695,11,"el",NA,"fluweel","black",NA,NA,NA,"Holland",NA,"Mid-range",9.20454545454546,101.25,NA,NA
"4",4,"VOC","2 ships: Hof van Ilpendam, Larique",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ternate","Maluku, Indonesia",0.771,127.3695,11,"el",NA,"fluweel","black",NA,NA,NA,"Holland",NA,"Mid-range",9.20681818181818,101.275,NA,NA
"5",5,"VOC","1 ship: Beieren",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,57,"el",NA,"fluweel","black",NA,NA,NA,"Holland",NA,"Mid-range",9.30394736842105,530.325,NA,NA
"6",6,"VOC","1 ship: Bombardeerder",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,31,"el",NA,"ras","black",NA,NA,NA,"Morocco",NA,"Inexpensive",1.54112903225806,47.775,NA,NA
"7",7,"VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,20,"el",NA,"ras","black",NA,NA,NA,"Morocco",NA,"Inexpensive",1.575,31.5,NA,NA
"8",8,"VOC","1 ship: Koning Karel de Derde",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.9225,393.8,NA,NA
"9",9,"VOC","1 ship: Berbices",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.0259375,644.15,NA,NA
"10",10,"VOC","1 ship: Zanderburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.1434375,331.475,NA,NA
"11",11,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.1434375,331.475,NA,NA
"12",12,"VOC","1 ship: Beverwijk",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.1434375,331.475,NA,NA
"13",13,"VOC","2 ships: Overnes, Peter en Paul",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ternate","Maluku, Indonesia",0.771,127.3695,960,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",3.03166666666667,2910.4,NA,NA
"14",14,"VOC","1 ship: Theeboom",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,1920,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",2.2426171875,4305.825,NA,NA
"15",15,"VOC","2 ships: Schoonderloo, Maleijer",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,1600,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",2.24375,3590,NA,NA
"16",16,"VOC","1 ship: Wijnendaal",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,640,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",2.24375,1436,NA,NA
"17",17,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,960,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",2.24375,2154,NA,NA
"18",18,"VOC","1 ship: Huis ter Boede",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Cape of Good Hope","South Africa",-34.3568,18.4739,960,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",2.24375,2154,NA,NA
"19",19,"VOC","1 ship: Noordbeek",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.87625,390.1,NA,NA
"20",20,"VOC","1 ship: Mijnden",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.87625,390.1,NA,NA
"21",21,"VOC","1 ship: Herstelde Leeuw",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.87625,390.1,NA,NA
"22",22,"VOC","1 ship: Wassenaar",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.87625,390.1,NA,NA
"23",23,"VOC","1 ship: Huis te Hemert",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.87625,390.1,NA,NA
"24",24,"VOC","2 ships: Schoonderloo, Driebergen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Padang","Sumatra, Indonesia",-0.947,100.4171,2000,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.403775,8807.55,NA,NA
"25",25,"VOC","2 ships: Haringtuin, Bon",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ambon","Maluku, Indonesia",-3.6255,128.1054,640,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.3855078125,2806.725,NA,NA
"26",26,"VOC","1 ship: Theeboom",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,160,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.37375,699.8,NA,NA
"27",27,"VOC","1 ship: Lokhorst",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,480,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.37375,2099.4,NA,NA
"28",28,"VOC","1 ship: Gelukkig Uur",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ternate","Maluku, Indonesia",0.771,127.3695,160,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.46875,715,NA,NA
"29",29,"VOC","1 ship: Gent",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,320,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.3665625,1397.3,NA,NA
"30",30,"VOC","1 ship: Duivenvoorde",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Cape of Good Hope","South Africa",-34.3568,18.4739,320,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.37375,1399.6,NA,NA
"31",31,"VOC","1 ship: Amazone",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.9225,787.6,NA,NA
"32",32,"VOC","1 ship: Schonewal",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.9225,393.8,NA,NA
"33",33,"VOC","2 ships: Schoonderloo, Maleijer",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,800,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.3665625,3493.25,NA,NA
"34",34,"VOC","1 ship: Wijnendaal",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,800,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.3665625,3493.25,NA,NA
"35",35,"VOC","2 ships: Ijsselmonde, Veenhuizen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,800,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.3665625,3493.25,NA,NA
"36",36,"VOC","1 ship: Huis te Bijweg (fluitschip)",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,480,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.3665625,2095.95,NA,NA
"37",37,"VOC","1 ship: Ter Aa",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,160,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.3665625,698.65,NA,NA
"38",38,"VOC","1 ship: Ouwerkerk",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,400,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.3665625,1746.625,NA,NA
"39",39,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,240,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.3665625,1047.975,NA,NA
"40",40,"VOC","1 ship: Brug",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Cape of Good Hope","South Africa",-34.3568,18.4739,640,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.9223828125,3150.325,NA,NA
"41",41,"VOC","1 ship: Bombardeerder",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,10,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.575,45.75,NA,NA
"42",42,"VOC","1 ship: Bombardeerder",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,5,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.575,22.875,NA,NA
"43",43,"VOC","1 ship: Bombardeerder",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,5,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.575,22.875,NA,NA
"44",44,"VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,4,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.575,18.3,NA,NA
"45",45,"VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,3,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.575,13.725,NA,NA
"46",46,"VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,3,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.575,13.725,NA,NA
"47",47,"VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,2,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.575,9.15,NA,NA
"48",48,"VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,3,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.575,13.725,NA,NA
"49",49,"VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,3,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.575,13.725,NA,NA
"50",50,"VOC","1 ship: Barneveld",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.21328125,674.125,NA,NA
"51",51,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.325,346,NA,NA
"52",52,"VOC","1 ship: Standvastigheid",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Rotterdam","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.325,346,NA,NA
"53",53,"VOC","3 ships: Ijsselmonde, Gelukkig Uur, Langerak",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Padang","Sumatra, Indonesia",-0.947,100.4171,2,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.475,8.95,NA,NA
"54",54,"VOC","3 ships: Ijsselmonde, Gelukkig Uur, Langerak",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Padang","Sumatra, Indonesia",-0.947,100.4171,4400,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",3.47295454545455,15281,NA,NA
"55",55,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,480,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.4496875,2135.85,NA,NA
"56",56,"VOC","2 ships: Overnes, Peter en Paul",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ternate","Maluku, Indonesia",0.771,127.3695,250,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",1.6038,400.95,NA,NA
"57",57,"VOC","3 ships: Ijsselmonde, Gelukkig Uur, Langerak",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Padang","Sumatra, Indonesia",-0.947,100.4171,11100,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",1.99865765765766,22185.1,NA,NA
"58",58,"VOC","1 ship: Theeboom",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,500,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",1.6038,801.9,NA,NA
"59",59,"VOC","1 ship: Lokhorst",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,1500,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",1.5282,2292.3,NA,NA
"60",60,"VOC","2 ships: Hof van Ilpendam, Larique",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Ternate","Maluku, Indonesia",0.771,127.3695,500,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",1.6038,801.9,NA,NA
"61",61,"VOC","1 ship: Hof van Ilpendam",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Malacca City","Malacca, Southwest Malaysia",2.1895,102.25,480,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",1.571875,754.5,NA,NA
"62",62,"VOC","1 ship: Mijnden",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.5515625,728.25,NA,NA
"63",63,"VOC","1 ship: Herstelde Leeuw",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.5515625,364.125,NA,NA
"64",64,"VOC","1 ship: Wassenaar",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,80,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Mid-range",4.5515625,364.125,NA,NA
"65",65,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,1500,"pees",NA,"baftas","black",NA,NA,NA,"Surat",NA,"Inexpensive",1.5587,2338.05,NA,NA
"66",66,"VOC","2 ships: Schoonderloo, Maleijer",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,3000,"pees",NA,"kannekijns","black",NA,NA,NA,"Surat",NA,"Inexpensive",2.773425,8320.275,NA,NA
"67",67,"VOC","2 ships: Schoonderloo, Maleijer",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,8000,"pees",NA,"kannekijns","black",NA,NA,NA,"Surat",NA,"Inexpensive",0.9914625,7931.7,NA,NA
"68",68,"VOC","1 ship: Wijnendaal",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,6000,"pees",NA,"kannekijns","black",NA,NA,NA,"Surat",NA,"Inexpensive",2.73471666666667,16408.3,NA,NA
"69",69,"VOC","2 ships: Wijnendaal, Naters",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,4200,"pees",NA,"kannekijns","black",NA,NA,NA,"Surat",NA,"Inexpensive",2.69303571428571,11310.75,NA,NA
"70",70,"VOC","2 ships: Wijnendaal, Naters",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,8000,"pees",NA,"kannekijns","black",NA,NA,NA,"Surat",NA,"Inexpensive",0.991553125,7932.425,NA,NA
"71",71,"VOC","1 ship: Oude Zijpe",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,3000,"pees",NA,"kannekijns","black",NA,NA,NA,"Surat",NA,"Inexpensive",2.70873333333333,8126.2,NA,NA
"72",72,"VOC","3 ships: Ijsselmonde, Gelukkig Uur, Langerak",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Padang","Sumatra, Indonesia",-0.947,100.4171,3600,"pees",NA,"kannekijns","black",NA,NA,NA,"Surat",NA,"Inexpensive",2.70660416666667,9743.775,NA,NA
"73",73,"VOC","3 ships: Ijsselmonde, Gelukkig Uur, Langerak",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Padang","Sumatra, Indonesia",-0.947,100.4171,12000,"pees",NA,"kannekijns","black",NA,NA,NA,"Surat",NA,"Inexpensive",0.990239583333333,11882.875,NA,NA
"74",74,"VOC","3 ships: Karthago, Huis te Loo, Amazone",1711,"Surat","Northwest India",21.1702,72.831,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,20240,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Inexpensive",3.47490118577075,70332,NA,NA
"75",75,"VOC","3 ships: Sleewijk, Suikermolen, Nieuwburg (Huis te)",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Banda-Neira","Banda Islands, Maluku, Indonesia",-4.5549,129.8575,800,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Inexpensive",2.30221875,1841.775,NA,NA
"76",76,"VOC","3 ships: 't Ghijn, Donau, Rijssel",1712,"Surat","Northwest India",21.1702,72.831,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,9600,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Inexpensive",2.17628645833333,20892.35,NA,NA
"77",77,"VOC","2 ships: 't Ghijn, Horstendaal",1713,"Surat","Northwest India",21.1702,72.831,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,9600,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Inexpensive",2.03223697916667,19509.475,NA,NA
"78",78,"VOC","1 ship: Koning Karel de Derde",1715,NA,"Malabar, Southwest coast of India",10,76.25,1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,400,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Mid-range",4.11875,1647.5,NA,NA
"79",79,"VOC","3 ships: 't Ghijn, Donau, Rijssel",1712,"Surat","Northwest India",21.1702,72.831,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,10000,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Mid-range",4.15305,41530.5,NA,NA
"80",80,"VOC","1 ship: Bombardeerder",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,10,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Mid-range",4.575,45.75,NA,NA
"81",81,"VOC","2 ships: 't Ghijn, Horstendaal",1713,"Surat","Northwest India",21.1702,72.831,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,9600,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Inexpensive",3.9419609375,37842.825,NA,NA
"82",82,"VOC","1 ship: Donkervliet",1713,"Surat","Northwest India",21.1702,72.831,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,400,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Mid-range",4.5300625,1812.025,NA,NA
"83",83,"VOC","2 ships: 't Ghijn, Horstendaal",1713,"Surat","Northwest India",21.1702,72.831,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,12000,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Inexpensive",1.4136375,16963.65,NA,NA
"84",84,"VOC","3 ships: 't Ghijn, Donau, Rijssel",1712,"Surat","Northwest India",21.1702,72.831,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,12500,"pees",NA,"baftas","black",NA,NA,NA,NA,NA,"Inexpensive",1.515186,18939.825,NA,NA
"85",85,"VOC","1 ship: Peter en Paul",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,NA,"West Timor, Indonesia",-10.1771,123.607,2,"pees","accessory","hoed","black",NA,NA,NA,NA,NA,"Expensive",14.25,28.5,NA,NA
"86",86,"VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"West Timor, Indonesia",-10.1771,123.607,1,"pees","accessory","hoed","black",NA,NA,NA,NA,NA,"Expensive",16.5,16.5,NA,NA
"87",87,"VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"West Timor, Indonesia",-10.1771,123.607,2,"pees","accessory","hoed","black",NA,NA,NA,NA,NA,"Expensive",16.5,33,NA,NA
"88",88,"VOC","3 ships: Karthago, Huis te Loo, Amazone",1711,"Surat","Northwest India",21.1702,72.831,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,6000,"pees",NA,"kannekijns","black",NA,NA,NA,NA,NA,"Inexpensive",2.77770416666667,16666.225,NA,NA
"89",89,"VOC","3 ships: Karthago, Huis te Loo, Amazone",1711,"Surat","Northwest India",21.1702,72.831,1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,20300,"pees",NA,"kannekijns","black",NA,NA,NA,NA,NA,"Inexpensive",0.976087438423645,19814.575,NA,NA
"90",90,"VOC","3 ships: 't Ghijn, Donau, Rijssel",1712,"Surat","Northwest India",21.1702,72.831,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,24000,"pees",NA,"kannekijns","black",NA,NA,NA,NA,NA,"Inexpensive",2.69917395833333,64780.175,NA,NA
"91",91,"VOC","3 ships: 't Ghijn, Donau, Rijssel",1712,"Surat","Northwest India",21.1702,72.831,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,20000,"pees",NA,"kannekijns","black",NA,NA,NA,NA,NA,"Inexpensive",0.9896025,19792.05,NA,NA
"92",92,"VOC","onbekend",1712,"Surat","Northwest India",21.1702,72.831,1712,"Kochi","Malabar, Southwest coast of India",10,76.25,800,"pees",NA,"kannekijns","black",NA,NA,NA,NA,NA,"Inexpensive",0.9789375,783.15,NA,NA
