"","X1","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","quant_ells","units_ells","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec"
"4106",4106,"VOC","1 ship: Haringtuin",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Enkhuizen","Netherlands",52.3679,4.9035,320,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",14.0946875,4510.3
"4107",4107,"VOC","1 ship: Berbices",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.82671875,2052.275
"4108",4108,"VOC","1 ship: Grimmestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.7821875,5112.875
"4109",4109,"VOC","1 ship: Doornik",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,480,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",14.2719791666667,6850.55
"4110",4110,"VOC","1 ship: Popkensburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.1996875,4479.875
"4111",4111,"VOC","1 ship: Herstelde Leeuw",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",13.8360416666667,3320.65
"4112",4112,"VOC","1 ship: Zanderburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.7484375,1019.875
"4113",4113,"VOC","1 ship: Westhoven",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",13.4859375,3236.625
"4114",4114,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",15.8284375,1266.275
"4115",4115,"VOC","1 ship: Schoteroog",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,320,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.793125,3773.8
"4116",4116,"VOC","1 ship: Rijnestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.1491875,4859.675
"4117",4117,"VOC","1 ship: Beverwijk",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",15.0774375,6030.975
"4118",4118,"VOC","1 ship: Raadhuis van Enkhuizen",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.7638125,5105.525
"4119",4119,"VOC","1 ship: Barneveld",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,480,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.4896875,5995.05
"4120",4120,"VOC","1 ship: Kokenge",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,320,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.4896875,3996.7
"4121",4121,"VOC","1 ship: Zandenburg",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Zeeland","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.7399375,4695.975
"4122",4122,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,20,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",43.775,875.5
"4123",4123,"VOC","1 ship: Standvastigheid",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Rotterdam","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",11.8134375,945.075
"4124",4124,"VOC","1 ship: Oude Zijpe",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Hoorn","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",12.4896875,1998.35
"4125",4125,"VOC","1 ship: Korsslot",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Enkhuizen","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"soesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.6925,1710.8
"4126",4126,"VOC","1 ship: Noordbeek",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"sollogesjes",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.58125,858.125
"4127",4127,"VOC","1 ship: Mijnden",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"sollogesjes",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.04725,904.725
"4128",4128,"VOC","1 ship: Herstelde Leeuw",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"sollogesjes",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.13125,913.125
"4129",4129,"VOC","1 ship: Standvastigheid",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Rotterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"sollogesjes",NA,NA,NA,NA,"Bengal",NA,"Mid-range",9.13125,913.125
"4130",4130,"VOC","1 ship: Amazone",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"sollogesjes",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.25975,1651.95
"4131",4131,"VOC","1 ship: Diemen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"sollogesjes",NA,NA,NA,NA,"Bengal",NA,"Mid-range",8.7975,1759.5
"4132",4132,"VOC","1 ship: Zanderburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"sollogesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.12875,1012.875
"4133",4133,"VOC","1 ship: Schoteroog",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"sollogesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.3645,1036.45
"4134",4134,"VOC","1 ship: Ter Horst",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"sollogesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.90125,1090.125
"4135",4135,"VOC","1 ship: Generale Vrede",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"sollogesjes",NA,NA,NA,NA,"Bengal",NA,"Expensive",10.12875,1012.875
"4136",4136,"VOC","1 ship: Nieuwburg (Huis te)",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,NA,"Sri Lanka",7.873,80.7717,663,"pees",NA,NA,NA,"stoffen",NA,NA,NA,"silk","Bengal",NA,"Inexpensive",2.38544494720965,1581.55
"4137",4137,"VOC","1 ship: Nieuwburg (Huis te)",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1710,NA,"Sri Lanka",7.873,80.7717,10,"pees",NA,NA,NA,"stoffen",NA,NA,NA,"silk","Bengal",NA,"Expensive",449.405,4494.05
"4138",4138,"VOC","3 ships: Grimmestein, Doornik, Hoedekenskerke",1712,"Nagapattinam","Southeast coast of India",16.1905,81.1361,1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,NA,"-",NA,NA,NA,"stoffen",NA,NA,NA,"silk","Bengal",NA,NA,NA,0
"4139",4139,"VOC","1 ship: 't Ghijn",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"Malabar, Southwest coast of India",10,76.25,NA,"-",NA,NA,NA,"stoffen",NA,NA,NA,"silk","Bengal",NA,NA,NA,0
"4140",4140,"VOC","2 ships: Mijnden, Huis ter Boede",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"Malabar, Southwest coast of India",10,76.25,NA,"-",NA,NA,NA,"stoffen",NA,NA,NA,"silk","Bengal",NA,NA,NA,0
"4141",4141,"VOC","1 ship: Noordbeek",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,550,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",18.0205454545455,9911.3
"4142",4142,"VOC","1 ship: Noordbeek",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",23.620875,4724.175
"4143",4143,"VOC","1 ship: Barneveld",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,500,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.7228,9861.4
"4144",4144,"VOC","1 ship: Barneveld",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",22.287,2228.7
"4145",4145,"VOC","1 ship: Mijnden",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,500,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",17.96345,8981.725
"4146",4146,"VOC","1 ship: Mijnden",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",22.287,4457.4
"4147",4147,"VOC","1 ship: Arion",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,300,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",18.7601666666667,5628.05
"4148",4148,"VOC","1 ship: Arion",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Amsterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",23.0705,2307.05
"4149",4149,"VOC","1 ship: Herstelde Leeuw",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,500,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.82705,9913.525
"4150",4150,"VOC","1 ship: Herstelde Leeuw",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,150,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",25.1608333333333,3774.125
"4151",4151,"VOC","1 ship: Oosterstein",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,450,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",17.5092222222222,7879.15
"4152",4152,"VOC","1 ship: Oosterstein",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,150,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",24.1156666666667,3617.35
"4153",4153,"VOC","1 ship: Wassenaar",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,250,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",20.2024,5050.6
"4154",4154,"VOC","1 ship: Wassenaar",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,50,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",24.528,1226.4
"4155",4155,"VOC","1 ship: Standvastigheid",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Rotterdam","Netherlands",52.3679,4.9035,250,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",20.4191,5104.775
"4156",4156,"VOC","1 ship: Standvastigheid",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Rotterdam","Netherlands",52.3679,4.9035,50,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",24.638,1231.9
"4157",4157,"VOC","1 ship: Limburg",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Hoorn","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",20.230125,4046.025
"4158",4158,"VOC","1 ship: Limburg",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Hoorn","Netherlands",52.3679,4.9035,50,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",24.638,1231.9
"4159",4159,"VOC","1 ship: Huis te Hemert",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,250,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",18.8356,4708.9
"4160",4160,"VOC","1 ship: Huis te Hemert",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",23.58825,2358.825
"4161",4161,"VOC","1 ship: Generale Vrede",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,250,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",17.1293,4282.325
"4162",4162,"VOC","1 ship: Unie",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Amsterdam","Netherlands",52.3679,4.9035,250,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.0612,4765.3
"4163",4163,"VOC","1 ship: Berbices",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,150,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.3896666666667,2908.45
"4164",4164,"VOC","1 ship: Schonewal",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Zeeland","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",18.83575,1883.575
"4165",4165,"VOC","1 ship: Koning Karel de Derde",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,50,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.7605,988.025
"4166",4166,"VOC","1 ship: Neptunus",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Rotterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.17775,1917.775
"4167",4167,"VOC","1 ship: Samson",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Hoorn","Netherlands",52.3679,4.9035,50,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",16.6155,830.775
"4168",4168,"VOC","1 ship: Haringtuin",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Enkhuizen","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.17775,1917.775
"4169",4169,"VOC","1 ship: Generale Vrede",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,150,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.2156666666667,2882.35
"4170",4170,"VOC","1 ship: Barneveld",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,150,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",23.0316666666667,3454.75
"4171",4171,"VOC","1 ship: Berbices",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,113,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",24.8148230088496,2804.075
"4172",4172,"VOC","1 ship: Berbices",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.6155,3923.1
"4173",4173,"VOC","1 ship: Grimmestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,260,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.2024038461538,4992.625
"4174",4174,"VOC","1 ship: Doornik",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,204,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",20.749387254902,4232.875
"4175",4175,"VOC","1 ship: Popkensburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,250,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",22.36,5590
"4176",4176,"VOC","1 ship: Herstelde Leeuw",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,150,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",16.071,2410.65
"4177",4177,"VOC","1 ship: Herstelde Leeuw",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,150,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.687,2953.05
"4178",4178,"VOC","1 ship: Zanderburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,50,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",25.5045,1275.225
"4179",4179,"VOC","1 ship: Zanderburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,150,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.2155,2882.325
"4180",4180,"VOC","1 ship: Westhoven",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,208,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.2024038461538,3994.1
"4181",4181,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,207,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",22.6056763285024,4679.375
"4182",4182,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.9395,1993.95
"4183",4183,"VOC","1 ship: Ter Horst",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,125,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",21.5464,2693.3
"4184",4184,"VOC","1 ship: Ter Horst",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,150,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",17.757,2663.55
"4185",4185,"VOC","1 ship: Rijnestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,94,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",21.6242021276596,2032.675
"4186",4186,"VOC","1 ship: Huis te Hemert",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,156,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.2024038461538,2995.575
"4187",4187,"VOC","1 ship: Beverwijk",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",20.1305,2013.05
"4188",4188,"VOC","1 ship: Korssloot",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",22.36,2236
"4189",4189,"VOC","1 ship: Korssloot",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,150,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",20.6251666666667,3093.775
"4190",4190,"VOC","1 ship: Raadhuis van Enkhuizen",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",16.0705,1607.05
"4191",4191,"VOC","1 ship: Barneveld",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",18.6305,1863.05
"4192",4192,"VOC","1 ship: Barneveld",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,62,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",24.5625,1522.875
"4193",4193,"VOC","1 ship: Kokenge",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,100,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",16.18825,1618.825
"4194",4194,"VOC","1 ship: Zandenburg",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Zeeland","Netherlands",52.3679,4.9035,50,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",17.348,867.4
"4195",4195,"VOC","1 ship: Zandenburg",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Zeeland","Netherlands",52.3679,4.9035,62,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",20.8217741935484,1290.95
"4196",4196,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,50,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",19.79,989.5
"4197",4197,"VOC","1 ship: Standvastigheid",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Rotterdam","Netherlands",52.3679,4.9035,50,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",20.441,1022.05
"4198",4198,"VOC","1 ship: Oude Zijpe",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Hoorn","Netherlands",52.3679,4.9035,50,"pees",NA,NA,NA,"tansjeebs",NA,NA,NA,NA,"Bengal",NA,"Expensive",15.0285,751.425
