"","X1","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","quant_ells","units_ells","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec"
"604",604,"VOC","1 ship: Koning Karel de Derde",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.4090625,432.725
"605",605,"VOC","1 ship: Neptunus",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Rotterdam","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.3690625,429.525
"606",606,"VOC","1 ship: Kiefhoek",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Rotterdam","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.398875,2159.55
"607",607,"VOC","1 ship: Samson",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Hoorn","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.3690625,429.525
"608",608,"VOC","2 ships: Schoonderloo, Maleijer",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,1200,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.32875,6394.5
"609",609,"VOC","1 ship: Wijnendaal",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Padang","Sumatra, Indonesia",-0.947,100.4171,1200,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.28625,6343.5
"610",610,"VOC","1 ship: Hof van Ilpendam",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Malacca City","Malacca, Southwest Malaysia",2.1895,102.25,400,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.4418125,2176.725
"611",611,"VOC","1 ship: Lokhorst",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,2000,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.24195,10483.9
"612",612,"VOC","1 ship: Suikermolen",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,160,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.055625,808.9
"613",613,"VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,160,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",8.25,1320
"614",614,"VOC","2 ships: Ijsselmonde, Veenhuizen",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,1600,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.279984375,8447.975
"615",615,"VOC","1 ship: Ter Aa",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Ternate","Maluku, Indonesia",0.771,127.3695,480,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.26505208333333,2527.225
"616",616,"VOC","1 ship: Ter Eem",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,NA,"West Timor, Indonesia",-10.1771,123.607,240,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.41375,1299.3
"617",617,"VOC","1 ship: Ouwerkerk",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,240,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.41427083333333,1299.425
"618",618,"VOC","1 ship: Huis te Loo",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Makassar","South Sulawesi, Indonesia",-5.1476,119.4327,400,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.056875,2022.75
"619",619,"VOC","1 ship: Taxisboom",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Surabaya","Northeast coast of Java, Indonesia",-7.2651,112.745,160,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.206875,833.1
"620",620,"VOC","2 ships: Wijnendaal, Naters",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Padang","Sumatra, Indonesia",-0.947,100.4171,400,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.3359375,2134.375
"621",621,"VOC","1 ship: Bogaard",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1714,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,240,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.30416666666667,1273
"622",622,"VOC","1 ship: Bon",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,800,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.31125,4249
"623",623,"VOC","1 ship: Jordaan",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,640,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.2625,3368
"624",624,"VOC","1 ship: Donkervliet",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Malacca City","Malacca, Southwest Malaysia",2.1895,102.25,960,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.36231770833333,5147.825
"625",625,"VOC","3 ships: Karthago, Huis de Vlotter, Bredenhof",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ambon","Maluku, Indonesia",-3.6255,128.1054,1600,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.3994375,8639.1
"626",626,"VOC","2 ships: Overnes, Peter en Paul",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Ternate","Maluku, Indonesia",0.771,127.3695,400,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.386,2154.4
"627",627,"VOC","1 ship: Noordbeek",1713,"Galle","Sri Lanka",7.873,80.7717,1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,6960,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.38726293103448,37495.35
"628",628,"VOC","1 ship: Ijsselmonde",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Surabaya","Northeast coast of Java, Indonesia",-7.2651,112.745,400,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.361875,2144.75
"629",629,"VOC","2 ships: Noordbeek, Zuiderbeek",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Mocha","Yemen",13.3203,43.2473,4000,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.344725,21378.9
"630",630,"VOC","3 ships: Ijsselmonde, Gelukkig Uur, Langerak",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Padang","Sumatra, Indonesia",-0.947,100.4171,3036,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.35890151515152,16269.625
"631",631,"VOC","1 ship: Rijssel",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Malacca City","Malacca, Southwest Malaysia",2.1895,102.25,400,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.2215625,2088.625
"632",632,"VOC","1 ship: Huis ter Duine",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Malacca City","Malacca, Southwest Malaysia",2.1895,102.25,960,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.3396875,5126.1
"633",633,"VOC","1 ship: Bon",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Palembang","Sumatra, Indonesia",-2.9767,104.7287,800,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.23140625,4185.125
"634",634,"VOC","1 ship: Zuidpool",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,80,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.36875,429.5
"635",635,"VOC","2 ships: Jordaan, Bombardeerder",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1712,"Jambi","Sumatra, Indonesia",-1.6101,103.6131,80,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.36875,429.5
"636",636,"VOC","1 ship: Schoonderloo",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Banten (or Bantam)","Northwest coast of Java, Indonesia",-6.4058,106.064,400,"ps.",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.151375,2060.55
"637",637,"VOC","2 ships: Ijsselmonde, Zanderhoef",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ambon","Maluku, Indonesia",-3.6255,128.1054,1280,"ps.",NA,NA,NA,"Salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.311484375,6798.7
"638",638,"VOC","4 ships: Haak, Peter en Paul, Ter Eem, Hamer",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Ternate","Maluku, Indonesia",0.771,127.3695,1200,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.29625,6355.5
"639",639,"VOC","1 ship: Bogaard",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"West Timor, Indonesia",-10.1771,123.607,480,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.32505208333333,2556.025
"640",640,"VOC","2 ships: Oestgeest, Belois",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,NA,"Northeast coast of Java, Indonesia",-7.2651,112.745,240,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.26260416666667,1263.025
"641",641,"VOC","1 ship: Huis te Loo",1713,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Semarang","Northeast coast of Java, Indonesia",-7.2651,112.745,640,"pees",NA,NA,NA,"salempuris","blue",NA,NA,NA,"Coast (presumed Coromandel)",NA,"Mid-range",5.3931640625,3451.625
"642",642,"VOC","1 ship: Wassenaar",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,560,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.37566964285714,3010.375
"643",643,"VOC","1 ship: Standvastigheid",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Rotterdam","Netherlands",52.3679,4.9035,560,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.25125,2940.7
"644",644,"VOC","1 ship: Limburg",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Hoorn","Netherlands",52.3679,4.9035,560,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.5821875,3126.025
"645",645,"VOC","1 ship: Huis te Hemert",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.7809375,462.475
"646",646,"VOC","1 ship: Generale Vrede",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.7921875,926.75
"647",647,"VOC","1 ship: Barneveld",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,480,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.76421875,2766.825
"648",648,"VOC","1 ship: Grimmestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.57703125,892.325
"649",649,"VOC","1 ship: Doornik",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,320,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.770546875,1846.575
"650",650,"VOC","1 ship: Zanderburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,400,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.6021875,2240.875
"651",651,"VOC","1 ship: Westhoven",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.5771875,892.35
"652",652,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.7921875,926.75
"653",653,"VOC","1 ship: Rijnestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.7734375,1385.625
"654",654,"VOC","1 ship: Beverwijk",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,240,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.676875,1362.45
"655",655,"VOC","1 ship: Korssloot",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.5765625,892.25
"656",656,"VOC","1 ship: Grimmestein",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,480,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.68088541666667,2726.825
"657",657,"VOC","1 ship: Zandenburg",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Zeeland","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.506875,440.55
"658",658,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.85703125,937.125
"659",659,"VOC","1 ship: Standvastigheid",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Rotterdam","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.561875,889.9
"660",660,"VOC","1 ship: Oude Zijpe",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Hoorn","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.6378125,902.05
"661",661,"VOC","1 ship: Korsslot",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Enkhuizen","Netherlands",52.3679,4.9035,160,"pees",NA,NA,NA,"baftas","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",5.76765625,922.825
"662",662,"VOC","1 ship: Avonturier",1715,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,NA,"West Timor, Indonesia",-10.1771,123.607,400,"pees",NA,NA,NA,"bethilles","blue",NA,NA,NA,"Coromandel Coast",NA,"Mid-range",4.313875,1725.55
"663",663,"VOC","1 ship: Herstelde Leeuw",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,180,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",11.6854166666667,2103.375
"664",664,"VOC","1 ship: Oosterstein",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Zeeland","Netherlands",52.3679,4.9035,180,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.1525,2187.45
"665",665,"VOC","1 ship: Wassenaar",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,680,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.0529779411765,8196.025
"666",666,"VOC","1 ship: Gamron",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Delft","Netherlands",52.3679,4.9035,80,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.199375,1055.95
"667",667,"VOC","1 ship: Standvastigheid",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Rotterdam","Netherlands",52.3679,4.9035,1080,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.2513194444444,13231.425
"668",668,"VOC","1 ship: Limburg",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Hoorn","Netherlands",52.3679,4.9035,1100,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,NA,NA,NA
"669",669,"VOC","1 ship: Huis te Hemert",1710,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,140,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",11.7403571428571,1643.65
"670",670,"VOC","1 ship: Korssloot",1711,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1711,"Enkhuizen","Netherlands",52.3679,4.9035,40,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.19,527.6
"671",671,"VOC","1 ship: Generale Vrede",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,540,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.5593981481481,6782.075
"672",672,"VOC","1 ship: Barneveld",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.862375,2572.475
"673",673,"VOC","1 ship: Berbices",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.13275,2426.55
"674",674,"VOC","1 ship: Grimmestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.211,2642.2
"675",675,"VOC","1 ship: Doornik",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.091625,2618.325
"676",676,"VOC","1 ship: Popkensburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Amsterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.10875,2621.75
"677",677,"VOC","1 ship: Herstelde Leeuw",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,280,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.2771428571429,3717.6
"678",678,"VOC","1 ship: Zanderburg",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,280,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.9849107142857,3635.775
"679",679,"VOC","1 ship: Westhoven",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Zeeland","Netherlands",52.3679,4.9035,260,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.4120192307692,3227.125
"680",680,"VOC","1 ship: Horstendaal",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,120,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.09,1570.8
"681",681,"VOC","1 ship: Schoteroog",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Delft","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.941125,2588.225
"682",682,"VOC","1 ship: Ter Horst",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,140,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.6060714285714,1904.85
"683",683,"VOC","1 ship: Rijnestein",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Rotterdam","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.161125,2632.225
"684",684,"VOC","1 ship: Huis te Hemert",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,260,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.2376923076923,3441.8
"685",685,"VOC","1 ship: Beverwijk",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Hoorn","Netherlands",52.3679,4.9035,200,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.963375,2592.675
"686",686,"VOC","1 ship: Korssloot",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,180,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.70875,2287.575
"687",687,"VOC","1 ship: Raadhuis van Enkhuizen",1714,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1715,"Enkhuizen","Netherlands",52.3679,4.9035,120,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",13.0975,1571.7
"688",688,"VOC","1 ship: Kokenge",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,40,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.92375,516.95
"689",689,"VOC","1 ship: Grimmestein",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Amsterdam","Netherlands",52.3679,4.9035,320,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.3696875,3958.3
"690",690,"VOC","1 ship: Zandenburg",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Zeeland","Netherlands",52.3679,4.9035,40,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.92375,516.95
"691",691,"VOC","1 ship: Donau",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Delft","Netherlands",52.3679,4.9035,800,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.8361875,10268.95
"692",692,"VOC","1 ship: Standvastigheid",1712,"Jakarta","Northwest coast of Java, Indonesia",-6.1804,106.8283,1713,"Rotterdam","Netherlands",52.3679,4.9035,800,"pees",NA,NA,NA,"guinees","blue",NA,NA,NA,"Coromandel Coast",NA,"Expensive",12.9126875,10330.15
